,Location,Building Model,Overlay District,Improvements,Land,Total
7076,2 MANOR TER #247,Res Condo,,-1.536312849162011,,-1.536312849162011
7619,502 MASSACHUSETTS AVE #502,Res Condo,,5.32994923857868,,5.32994923857868
7094,2 MANOR TER #216,Res Condo,,-1.536312849162011,,-1.536312849162011
7049,2 MANOR TER #202,Res Condo,,-1.536312849162011,,-1.536312849162011
7048,2 MANOR TER #209,Res Condo,,-1.536312849162011,,-1.536312849162011
384,AVON ST, ,,,9.84375,9.84375
4073,84 FIFER LN,Res Condo,,9.80091883614089,,9.80091883614089
7088,2 MANOR TER #228,Res Condo,,-1.536312849162011,,-1.536312849162011
7065,2 MANOR TER #235,Res Condo,,-1.536312849162011,,-1.536312849162011
7083,2 MANOR TER #222,Res Condo,,-1.536312849162011,,-1.536312849162011
7085,2 MANOR TER #229,Res Condo,,-1.536312849162011,,-1.536312849162011
7082,2 MANOR TER #219,Res Condo,,-1.536312849162011,,-1.536312849162011
7054,2 MANOR TER #212,Res Condo,,-1.536312849162011,,-1.536312849162011
7053,2 MANOR TER #207,Res Condo,,-1.536312849162011,,-1.536312849162011
7062,2 MANOR TER #236,Res Condo,,-1.536312849162011,,-1.536312849162011
7066,2 MANOR TER #244,Res Condo,,-1.536312849162011,,-1.536312849162011
4699,29 GRAPEVINE AVE,Residential,,28.8135593220339,10.141987829614605,13.747954173486088
7077,2 MANOR TER #215,Res Condo,,-1.536312849162011,,-1.536312849162011
10762,59 TAFT AVE,Residential,,11.44578313253012,10.0,10.377358490566039
3397,6 ELLIS ST,Residential,,11.794871794871794,10.089686098654708,10.60842433697348
9302,22 POTTER POND,Res Condo,,3.939393939393939,,3.939393939393939
1998,9 CEDAR ST,Residential,,0.0,10.059171597633137,7.611940298507462
4072,89 FIFER LN,Res Condo,,9.693053311793214,,9.693053311793214
7855,1505 MASSACHUSETTS AVE #11,Res Condo,,5.409153952843273,,5.409153952843273
7064,2 MANOR TER #237,Res Condo,,-1.6689847009735743,,-1.6689847009735743
7080,2 MANOR TER #245,Res Condo,,-1.6689847009735743,,-1.6689847009735743
1060,BERNARD ST, ,,,9.244992295839753,9.244992295839753
414,41 BAKER AVE,Residential,,11.65644171779141,10.0,10.42654028436019
5275,33 HAYWARD AVE,Residential,,15.384615384615385,10.121457489878543,11.302982731554161
4158,31 FLETCHER AVE #6,Res Condo,,1.3793103448275863,,1.3793103448275863
7852,1505 MASSACHUSETTS AVE #10,Res Condo,,5.255878284923928,,5.255878284923928
7058,2 MANOR TER #246,Res Condo,,-1.52990264255911,,-1.52990264255911
3673,EMERSON RD, ,,,9.79782270606532,9.79782270606532
11541,400 WALTHAM ST,Serv Station,VO,2.8169014084507045,3.4274193548387095,3.244005641748942
306,33 APRIL LN,Res Condo,,5.287713841368585,,5.287713841368585
2266,CLEMATIS RD, ,,,9.782608695652174,9.782608695652174
7237,292 MARRETT RD,Residential,,11.574074074074074,10.023310023310025,10.542635658914728
7089,2 MANOR TER #243,Res Condo,,-1.6666666666666667,,-1.6666666666666667
1410,22 BOWKER ST,Residential,,-0.9389671361502347,9.90990990990991,6.392694063926941
12600,30 YOUNG ST,Residential,,15.328467153284672,9.9601593625498,11.11111111111111
2133,42 CHASE AVE,Residential,,9.482758620689655,10.023866348448687,9.831029185867896
7214,247 MARRETT RD,Residential,,11.518324607329843,9.932279909706546,10.410094637223976
12293,WOOD ST, ,,,9.216589861751153,9.216589861751153
7696,924 MASSACHUSETTS AVE,Res Condo,,5.417276720351391,,5.417276720351391
1395,107 BOW ST,Residential,,19.230769230769234,10.121457489878543,12.01923076923077
2386,320 CONCORD AVE,Residential,,12.0,9.876543209876543,10.377358490566039
1070,27 BERNARD ST,Residential,,14.832535885167463,10.0,11.580594679186229
1454,16 BRANDON ST,Residential,,12.290502793296088,9.868421052631579,10.551181102362204
6862,442 LOWELL ST,Residential,,11.242603550295858,10.062893081761008,10.371517027863778
5727,28 IVAN ST,Residential,,11.891891891891893,10.0,10.551181102362204
10283,31 SKYVIEW RD,Residential,,-99.2248062015504,0.0,-19.937694704049843
11547,440 WALTHAM ST,Residential,,-0.78125,10.098522167487685,5.8912386706948645
7059,2 MANOR TER #220,Res Condo,,-1.5235457063711912,,-1.5235457063711912
11421,WALTHAM ST, ,,,9.73724884080371,9.73724884080371
8282,MORELAND AVE, ,,,9.73724884080371,9.73724884080371
2120,35 CHASE AVE,Residential,,15.217391304347828,10.0,11.128526645768025
2655,10 CRESCENT HILL AVE,Residential,,-10.778443113772456,9.941520467836257,4.852941176470589
11310,93 VINE ST,Residential,,15.0,9.965635738831615,10.574018126888216
1818,17 CALVIN ST,Residential,,14.864864864864865,10.121457489878543,11.214953271028037
9900,SANDERSON RD, ,,,9.174311926605505,9.174311926605505
5274,21 HAYWARD AVE,Residential,,11.450381679389313,10.039370078740157,10.328638497652582
9046,11 PEARL ST,Residential,,11.428571428571429,10.151187904967603,10.501567398119123
7864,1505 MASSACHUSETTS AVE #1,Res Condo,,5.349794238683128,,5.349794238683128
7633,497 MASSACHUSETTS AVE,Residential,,0.0,9.876543209876543,7.017543859649122
11594,945 WALTHAM ST,Commercial,VO,4.242424242424243,3.2667876588021776,3.4916201117318435
12005,18 WILSON RD,Residential,,12.021857923497267,9.89010989010989,10.501567398119123
6456,242 LINCOLN ST,Residential,,15.942028985507244,9.861932938856016,11.162790697674419
5054,10 HARBELL ST,Residential,,15.09433962264151,9.896907216494846,11.180124223602485
11885,WHIPPLE RD, ,,,9.1324200913242,9.1324200913242
10448,SPRING ST, ,,,9.31297709923664,9.31297709923664
9536,81 REED ST,Residential,,8.620689655172415,10.0,9.627329192546584
1803,15 BYRON AVE,Residential,,18.51851851851852,9.8989898989899,11.746031746031745
7976,2412 MASSACHUSETTS AVE,Residential,,15.165876777251185,9.930715935334874,11.645962732919255
8023,12 MELROSE AVE,Residential,,11.904761904761903,9.950248756218906,10.416666666666668
7595,MASSACHUSETTS AVE, ,,,8.58433734939759,8.58433734939759
9590,REVERE ST, ,,,9.662576687116564,9.662576687116564
6821,36 LOWELL ST,Residential,,0.0,9.956709956709958,6.6473988439306355
4051,98 FIFER LN,Res Condo,,9.984871406959153,,9.984871406959153
7422,675 MARRETT RD,Residential,,10.99476439790576,9.955752212389381,10.26438569206843
7198,119 MARRETT RD, ,,,9.647779479326186,9.647779479326186
12226,45 WOBURN ST,Residential,,15.929203539823009,10.2803738317757,12.614259597806216
7561,MASSACHUSETTS AVE, ,,,9.647779479326186,9.647779479326186
4155,31 FLETCHER AVE #9,Res Condo,,1.3623978201634876,,1.3623978201634876
3934,10 FARMCREST AVE,Residential,,10.759493670886076,9.919028340080972,10.122699386503067
7242,287 MARRETT RD,Residential,,12.32876712328767,10.023866348448687,10.815047021943574
6976,663 LOWELL ST #33,Res Condo,,0.2583979328165375,,0.2583979328165375
4014,26 FIFER LN,Res Condo,,5.271317829457364,,5.271317829457364
5605,4 HOMESTEAD ST,Residential,,14.367816091954023,9.957627118644067,11.145510835913312
9882,SADDLE CLUB RD, ,,,9.63302752293578,9.63302752293578
11639,77 WARD ST,Residential,,14.705882352941178,9.980430528375733,10.973724884080372
7427,710 MARRETT RD, ,,,0.0,0.0
6753,111 LOWELL ST,Residential,,14.838709677419354,9.795918367346939,11.007751937984496
10215,36 SHIRLEY ST,Residential,,0.0,10.15625,7.624633431085044
5896,JUSTIN ST, ,,,9.090909090909092,9.090909090909092
10954,23 TUCKER AVE,Residential,,12.093023255813954,10.068649885583524,10.736196319018406
7888,1788 MASSACHUSETTS AVE,Commercial,MFO,1.7391304347826086,5.387931034482758,4.178674351585014
4156,31 FLETCHER AVE #5,Res Condo,,1.3605442176870748,,1.3605442176870748
12561,28 WYMAN RD,Residential,,12.041884816753926,10.065645514223196,10.648148148148149
1408,3 BOWKER ST,Residential,VO,11.475409836065573,10.021786492374728,10.43613707165109
896,323 BEDFORD ST,Residential,,11.440677966101696,9.785202863961814,10.381679389312977
7650,763 MASSACHUSETTS AVE,Residential,,,0.0,-33.15143246930423
7001,663 LOWELL ST #42,Res Condo,,0.25773195876288657,,0.25773195876288657
3749,24 ESTABROOK RD,Residential,,15.083798882681565,9.9601593625498,11.30690161527166
3765,22 EWELL AVE,Residential,,15.172413793103448,9.9601593625498,11.128284389489954
9047,25 PEARL ST,Residential,,11.79245283018868,10.043668122270741,10.597014925373134
9964,44 SCHOOL ST,Residential,,11.627906976744185,10.070257611241217,10.59190031152648
299,29 APRIL LN,Res Condo,,5.351681957186544,,5.351681957186544
11528,364 WALTHAM ST,Residential,,-3.6585365853658534,10.114503816793894,6.831395348837209
5053,30 HARBELL ST,Residential,,14.743589743589745,10.121457489878543,11.23076923076923
1065,40 BERNARD ST,Residential,,11.5,9.887640449438202,10.387596899224807
1048,15 BENNETT AVE,Residential,,11.475409836065573,9.936575052854122,10.365853658536585
1393,99 BOW ST,Residential,,18.571428571428573,10.121457489878543,11.987381703470032
317,32 APRIL LN,Res Condo,,5.335365853658536,,5.335365853658536
3952,6 FARMCREST AVE,Residential,,2.840909090909091,9.919028340080972,8.059701492537313
6236,9 LEE AVE,Residential,,12.0,10.0,10.542635658914728
6875,454 LOWELL ST,Residential,,14.634146341463413,9.856262833675565,11.059907834101383
6474,400 LINCOLN ST,Residential,,10.738255033557047,9.9609375,10.136157337367626
534,40 BARTLETT AVE,Residential,,15.503875968992247,9.961685823754788,11.059907834101383
11702,4 WATERTOWN ST,Residential,,11.41304347826087,9.935205183585314,10.35548686244204
11884,WHIPPLE RD, ,,,9.545454545454547,9.545454545454547
2658,22 CRESCENT HILL AVE,Residential,,-0.819672131147541,10.046728971962617,6.101190476190476
3970,12 FERN ST,Residential,,11.450381679389313,10.075566750629724,10.62215477996965
7350,502 MARRETT RD,Residential,,11.483253588516746,10.0,10.477657935285054
4450,GARDEN AVE, ,,,8.995502248875562,8.995502248875562
10316,2 SMITH FARM LN,Res Condo,,5.401662049861495,,5.401662049861495
7040,6 MANNING ST,Residential,,11.650485436893204,9.933774834437086,10.47040971168437
11806,9 WELCH RD,Residential,,15.0,10.15625,11.196319018404909
1652,BURLINGTON ST, ,,,8.995502248875562,8.995502248875562
9807,8 ROSS RD,Residential,,20.77294685990338,10.023866348448687,13.578274760383385
10618,SUMMER ST, ,,,9.531013615733738,9.531013615733738
5942,47 KENDALL RD,Residential,,11.165048543689322,10.154525386313466,10.47040971168437
711,21 BEDFORD ST,Residential,,15.789473684210526,10.15801354401806,11.96319018404908
7516,MASSACHUSETTS AVE, ,,,8.982035928143713,8.982035928143713
5284,9 HAZEL RD,Residential,,11.711711711711711,10.0,10.291858678955453
6808,138 LOWELL ST,Residential,,11.312217194570136,10.022779043280181,10.454545454545453
4278,33 FOREST ST #311,Res Condo,,3.34855403348554,,3.34855403348554
1378,108 BOW ST,Residential,,0.0,10.114503816793894,7.703488372093023
1407,12 BOWKER ST,Residential,,11.229946524064172,9.915611814345992,10.287443267776098
5721,52 IVAN ST,Residential,,11.616161616161616,10.0,10.493827160493826
6403,216 LINCOLN ST,Residential,,14.935064935064934,9.867172675521822,11.013215859030836
4854,227 GROVE ST,Residential,,1.5625,-1.1131725417439702,-0.4103967168262654
9663,8 RINDGE AVE,Residential,,11.643835616438356,9.881422924901186,10.276073619631902
5556,15 HOLLAND ST,Residential,,11.538461538461538,10.070257611241217,10.59001512859304
4300,33 FOREST ST #312,Res Condo,,3.1866464339908953,,3.1866464339908953
4620,15 GRANT ST,Residential,,0.0,10.218978102189782,5.865921787709497
7354,492 MARRETT RD,Residential,,15.527950310559005,9.919028340080972,11.297709923664122
4030,99 FIFER LN,Res Condo,,9.985096870342772,,9.985096870342772
7097,2 MANOR TER #227,Res Condo,,-1.4884979702300407,,-1.4884979702300407
3862,FAIRFIELD DR, ,,,10.030395136778116,10.030395136778116
1066,19 BERNARD ST,Residential,,12.0,10.16548463356974,10.802469135802468
3058,14 DRUMMER BOY WAY,Res Condo,,5.565217391304348,,5.565217391304348
4939,22 HAMBLEN ST,Residential,,15.023474178403756,0.0,4.266666666666667
9673,26 RINDGE AVE,Residential,,-3.501945525291829,10.093896713615024,4.978038067349927
8170,1 MILITIA DR #201,Com Condo,,0.0,,0.0
7078,2 MANOR TER #210,Res Condo,,-1.4884979702300407,,-1.4884979702300407
1838,CAMBRIDGE/CONCORD, ,,,403.44827586206895,353.41614906832297
7572,172 MASSACHUSETTS AVE,Residential,VO,11.403508771929824,10.138248847926267,10.574018126888216
855,265 BEDFORD ST,Residential,,0.0,10.180995475113122,6.338028169014084
7052,2 MANOR TER #201,Res Condo,,-1.4884979702300407,,-1.4884979702300407
7234,283 MARRETT RD,Residential,,59.354838709677416,9.95475113122172,22.780569514237854
11527,342 WALTHAM ST,Residential,,15.09433962264151,10.066006600660065,10.47040971168437
11777,17 WEBSTER RD,Residential,,11.917098445595855,10.043668122270741,10.599078341013826
7552,MASSACHUSETTS AVE, ,,,9.104477611940299,9.104477611940299
2649,6  COURTYARD PL,Res Condo,,8.695652173913043,,8.695652173913043
11705,32 WATERTOWN ST,Residential,,15.527950310559005,10.1010101010101,11.432926829268293
7617,485 MASSACHUSETTS AVE,Residential,,0.0,10.040160642570282,7.173601147776183
10840,15 THERESA AVE,Residential,,0.0,10.093896713615024,6.18705035971223
4302,33 FOREST ST #413,Res Condo,,3.3333333333333335,,3.3333333333333335
300,19 APRIL LN,Res Condo,,5.345911949685535,,5.345911949685535
6900,560 LOWELL ST,Residential,,11.557788944723619,9.933774834437086,10.429447852760736
10423,8 SPENCER ST,Residential,,11.607142857142858,10.06036217303823,10.540915395284326
11198,72 VALLEYFIELD ST,Residential,,12.162162162162163,10.051107325383304,10.287443267776098
6723,156 LOWELL ST,Residential,,11.45374449339207,10.068649885583524,10.542168674698797
538,11 BARTLETT AVE,Residential,,11.64021164021164,10.173160173160174,10.599078341013826
7638,430 MASSACHUSETTS AVE,Residential,VO,-7.453416149068323,10.023866348448687,2.42914979757085
7530,142 MASSACHUSETTS AVE,Residential,VO,15.315315315315313,9.933774834437086,11.703703703703704
460,18 BANKS AVE,Residential,,18.22222222222222,0.0,5.60875512995896
1440,25 BRANDON ST,Residential,,8.426966292134832,9.97920997920998,9.559939301972687
4400,17 FREEMONT ST,Residential,,11.827956989247312,9.850107066381156,10.413476263399694
12102,86 WINTER ST,Residential,,11.336032388663968,10.047846889952153,10.526315789473683
3899,2 FAIRLAWN LN,Residential,,11.258278145695364,9.9609375,10.256410256410255
6760,LOWELL ST, ,,,8.902077151335313,8.902077151335313
4636,87 GRANT ST,Residential,,11.76470588235294,10.022271714922049,10.566615620214396
537,42 BARTLETT AVE,Residential,,14.383561643835616,9.941520467836257,10.925644916540213
728,19 BEDFORD ST,Residential,,-1.2396694214876034,10.022779043280181,6.020558002936858
1564,BROOKWOOD RD, ,,,9.417040358744394,9.417040358744394
11180,62 VALLEY RD,Residential,,11.194029850746269,10.0,10.240963855421686
313,16 APRIL LN,Res Condo,,5.3125,,5.3125
223,14 AMES AVE,Residential,,21.301775147928996,10.0,12.989045383411579
3769,29 EWELL AVE,Residential,,14.482758620689657,9.9601593625498,10.973724884080372
4626,GRANT ST, ,,,9.859154929577464,9.859154929577464
9957,88 SCHOOL ST,Residential,,11.386138613861387,9.955752212389381,10.397553516819572
2110,8 CHASE AVE,Residential,,-1.1904761904761905,9.943181818181818,4.505813953488372
12172,75 WOBURN ST,Residential,,11.637931034482758,9.885057471264368,10.494752623688155
10524,54 SPRING ST,Residential,,11.351351351351353,9.978768577494693,10.365853658536585
6744,160 LOWELL ST,Residential,,10.984848484848484,9.876543209876543,10.31390134529148
12159,48 WOBURN ST,Residential,,10.87719298245614,9.973045822102426,10.365853658536585
7858,1505 MASSACHUSETTS AVE #3,Res Condo,,5.4886211512717535,,5.4886211512717535
7438,1 MARSHALL RD,Residential,,15.384615384615385,9.832635983263598,11.363636363636363
3743,26 ESTABROOK RD,Residential,,8.25242718446602,9.868421052631579,9.365558912386707
3033,11 DREW AVE,Residential,,-1.282051282051282,10.044642857142858,6.158357771260997
12099,60 WINTER ST,Residential,,11.949685534591195,9.819639278557114,10.33434650455927
10436,11 SPRING ST,Residential,VO,11.34020618556701,9.935205183585314,10.350076103500761
12325,291 WOOD ST,Residential,,12.18274111675127,10.021786492374728,10.670731707317072
4688,136 GRANT ST,Residential,,0.0,9.957627118644067,6.772334293948126
6676,12 LOIS LN,Res Condo,VO,5.218617771509168,,5.218617771509168
11157,48 VALLEY RD,Residential,,17.91044776119403,10.034013605442176,10.839694656488549
6740,140 LOWELL ST,Residential,,11.574074074074074,10.022779043280181,10.534351145038167
319,32 ARCOLA ST,Residential,,11.330049261083744,10.10752688172043,10.479041916167663
307,26 APRIL LN,Res Condo,,5.3731343283582085,,5.3731343283582085
2489,524 CONCORD AVE,Residential,,14.838709677419354,10.039370078740157,11.161387631975868
7419,676 MARRETT RD,Residential,,11.688311688311687,9.876543209876543,10.460251046025103
11418,WALTHAM ST, ,,,8.836524300441827,8.836524300441827
7611,443A MASSACHUSETTS AVE,Residential,,11.186440677966102,10.133333333333333,10.597014925373134
10764,38 TAFT AVE,Residential,,10.99476439790576,9.832635983263598,10.164424514200299
413,42 BAKER AVE,Residential,,-1.6216216216216217,9.8989898989899,6.764705882352941
4298,33 FOREST ST #100,Res Condo,,3.2983508245877062,,3.2983508245877062
5713,23 IVAN ST,Residential,,11.650485436893204,9.955752212389381,10.486322188449847
7070,2 MANOR TER #234,Res Condo,,-1.602136181575434,,-1.602136181575434
10811,47 TARBELL AVE,Residential,,14.374999999999998,10.119047619047619,11.144578313253012
4166,42 FLETCHER AVE,Residential,,19.11764705882353,9.941520467836257,11.864406779661017
10321,6 SMITH FARM LN,Res Condo,,5.298913043478261,,5.298913043478261
5423,HIGHLAND AVE, ,,,8.81057268722467,8.81057268722467
7408,663 MARRETT RD,Residential,,11.688311688311687,10.070257611241217,10.638297872340425
7072,2 MANOR TER #208,Res Condo,,-1.602136181575434,,-1.602136181575434
11652,53 WARD ST,Residential,,12.025316455696203,9.9609375,10.44776119402985
3866,FAIRFIELD DR, ,,,9.89505247376312,9.89505247376312
73,ADAMS ST, ,,,9.319526627218936,9.319526627218936
1375,80 BOW ST,Residential,,0.0,10.0,6.901408450704226
12210,76 WOBURN ST,Residential,,11.557788944723619,10.16949152542373,10.581222056631892
4592,19 GRANDVIEW AVE,Residential,,11.46788990825688,9.933774834437086,10.432190760059612
1260,BLOSSOM ST, ,,,8.797653958944283,8.797653958944283
3236,201 EAST ST,Residential,,11.612903225806452,9.881422924901186,10.287443267776098
7660,822 MASSACHUSETTS AVE #2,Res Condo,,5.492957746478874,,5.492957746478874
4367,25 FRANCES RD,Residential,,15.09433962264151,9.881422924901186,11.12781954887218
7690,905A MASSACHUSETTS AVE,Residential,,11.25,10.0,10.298507462686567
2274,36 CLIFFE AVE,Residential,,11.875,10.0,10.454545454545453
11302,19 VINE ST,Residential,,11.654135338345863,10.098522167487685,10.714285714285714
6675,11 LOIS LN,Res Condo,VO,5.337078651685393,,5.337078651685393
6887,468 LOWELL ST,Residential,,14.772727272727273,10.020449897750511,11.278195488721805
5719,40 IVAN ST,Residential,,11.483253588516746,10.0,10.47040971168437
8521,NORTH ST, ,,,9.30576070901034,9.30576070901034
9458,5 RANGEWAY,Residential,,,0.0,-22.638680659670165
9410,31 PRESTON RD,Residential,,14.705882352941178,10.01669449081803,10.494752623688155
12241,289 WOBURN ST,Residential,,11.602209944751381,10.080645161290322,10.487444608567207
9975,68 SCHOOL ST,Residential,,15.530303030303031,9.951456310679612,12.1301775147929
6660,9 LOIS LN,Res Condo,VO,5.189340813464235,,5.189340813464235
8946,11 PAUL REVERE RD,Residential,,14.723926380368098,10.159362549800797,11.278195488721805
8342,9 MUSTER CT,Res Condo,,5.245346869712352,,5.245346869712352
9664,18 RINDGE AVE,Residential,,65.60509554140127,10.093896713615024,25.04288164665523
6678,19 LOIS LN,Res Condo,VO,5.314685314685315,,5.314685314685315
127,154 ADAMS ST,Residential,,11.475409836065573,10.0,10.407239819004525
12298,77 WOOD ST,Residential,,14.975845410628018,10.021786492374728,11.561561561561561
9666,50 RINDGE AVE,Residential,,0.0,10.1010101010101,7.02247191011236
6841,369 LOWELL ST,Residential,,14.871794871794872,9.853249475890985,11.30952380952381
1439,32 BRANDON ST,Residential,,11.594202898550725,9.868421052631579,10.407239819004525
8789,10 OXFORD ST,Residential,,11.27450980392157,10.0,10.385756676557865
12094,75 WINTER ST,Residential,,11.538461538461538,10.061601642710473,10.46337817638266
217,10 AMES AVE,Residential,,29.069767441860467,10.0,15.109034267912772
9782,7 ROLLING LN,Residential,,15.294117647058824,9.931506849315069,10.612855007473842
1275,BLOSSOMCREST RD, ,,,8.236994219653178,8.236994219653178
1488,34 BRIDGE ST,Residential,,8.092485549132949,9.879032258064516,9.417040358744394
2381,CONCORD AVE, ,VO,,9.251101321585903,9.251101321585903
1167,15 BIRD HILL RD,Residential,,18.0,9.821428571428571,11.06060606060606
9790,29 ROOSEVELT RD,Residential,,11.616161616161616,10.042735042735043,10.51051051051051
3775,10 EWELL AVE,Residential,,14.37125748502994,9.9601593625498,11.061285500747383
4127,28 FLETCHER AVE,Residential,,18.333333333333332,9.980430528375733,11.568938193343898
10454,4 SPRING ST,Residential,,-1.1363636363636365,9.813084112149532,5.635838150289017
11707,14 WATERTOWN ST,Residential,,15.048543689320388,9.956709956709958,11.526946107784433
7970,2543 MASSACHUSETTS AVE,Residential,,15.025906735751295,9.873949579831933,11.360239162929746
10527,SPRINGDALE RD, ,,,8.720930232558139,8.720930232558139
10958,16 TUCKER AVE,Residential,,11.707317073170733,10.0,10.518518518518519
8363,10 MUZZEY ST #1,Com Condo,MFO,2.4836601307189543,,2.4836601307189543
1366,72 BOW ST,Residential,,5.590062111801243,10.1364522417154,9.050445103857568
11730,74 WEBB ST,Residential,,18.75,10.0,11.926605504587156
1014,8 BELLFLOWER ST,Residential,,11.875,10.099009900990099,10.526315789473683
398,18 BAKER AVE,Residential,,15.837104072398189,10.044642857142858,11.958146487294469
3953,62 FARMCREST AVE,Residential,,11.235955056179774,9.919028340080972,10.267857142857142
11399,WALNUT ST, ,,,9.224011713030746,9.224011713030746
9461,24 RAWSON AVE,Residential,,11.330049261083744,9.915611814345992,10.3397341211226
12244,187 WOBURN ST,Residential,,15.765765765765765,10.06711409395973,11.958146487294469
1939,20 CARVILLE AVE,Residential,,11.801242236024844,10.079051383399209,10.494752623688155
11186,VALLEYFIELD ST, ,,,8.708272859216255,8.708272859216255
7314,342 MARRETT RD,Residential,VO,-6.41025641025641,10.0,4.545454545454546
9348,98 POTTER POND,Res Condo,,5.240174672489083,,5.240174672489083
5046,98 HANCOCK ST,Residential,,-27.314814814814813,0.0,-8.005427408412483
12002,5 WILSON RD,Residential,,8.426966292134832,10.16260162601626,9.701492537313433
882,325 BEDFORD ST,Residential,,11.336032388663968,9.976798143851507,10.471976401179942
9758,24 ROCKVILLE AVE,Residential,,14.960629921259844,10.018214936247723,10.946745562130179
12290,47 WOOD ST,Residential,,12.048192771084338,9.523809523809524,10.149253731343283
7854,1505 MASSACHUSETTS AVE #17,Res Condo,,5.256241787122208,,5.256241787122208
9897,SANDERSON RD, ,,,8.695652173913043,8.695652173913043
4135,48 FLETCHER AVE,Residential,,18.543046357615893,9.940357852882704,11.926605504587156
10844,10 THERESA AVE,Residential,,15.0,10.0,11.492537313432836
218,30 AMES AVE,Residential,,16.0,10.0,11.791044776119403
10480,93 SPRING ST,Residential,,11.494252873563218,9.959349593495935,10.36036036036036
2602,22 COTTAGE ST,Residential,,11.11111111111111,10.051107325383304,10.19202363367799
7306,352 MARRETT RD,Residential,,11.650485436893204,10.0,10.51051051051051
3760,3 EVERGREEN LN,Residential,,-5.714285714285714,10.046728971962617,3.8135593220338984
12302,86 WOOD ST,Residential,,11.475409836065573,9.879032258064516,10.309278350515463
4713,12 GRAPEVINE AVE,Residential,,11.801242236024844,10.039370078740157,10.46337817638266
6916,500 LOWELL ST,Residential,,11.165048543689322,9.915611814345992,10.294117647058822
149,2 AIRPORT RD, ,,,8.670520231213873,8.670520231213873
11525,360 WALTHAM ST,Residential,,20.52980132450331,10.079051383399209,12.480974124809741
9314,54 POTTER POND,Res Condo,,3.862660944206009,,3.862660944206009
9662,48 RINDGE AVE,Residential,,-0.6060606060606061,10.114503816793894,7.547169811320755
656,18 BEDFORD ST,Residential,,0.0,9.977324263038549,5.994550408719346
9354,63 POTTER POND,Res Condo,,3.862660944206009,,3.862660944206009
10783,56A TAFT AVE,Residential,,19.736842105263158,10.068649885583524,13.383458646616543
733,39 BEDFORD ST,Serv Station,VO,7.9470198675496695,4.593639575971731,5.299860529986053
9330,18 POTTER POND,Res Condo,,4.0,,4.0
1074,33 BERNARD ST,Residential,,15.246636771300448,9.977827050997783,11.72106824925816
12088,89 WINTER ST,Residential,,11.956521739130435,10.103092783505154,10.612855007473842
1297,43 BLOSSOMCREST RD,Residential,,11.409395973154362,10.053859964093357,10.339943342776204
7728,1029 MASSACHUSETTS AVE,Res Condo,,1.2706480304955527,,1.2706480304955527
4144,31 FLETCHER AVE #8,Res Condo,,1.3020833333333335,,1.3020833333333335
1369,77 BOW ST,Residential,,12.307692307692308,10.0,10.666666666666668
7170,105 MAPLE ST,Residential,,14.659685863874344,9.937888198757763,11.275964391691394
11393,3 WALLIS CT,Commercial,MFO,-0.6644518272425249,4.612159329140461,2.570694087403599
2272,26 CLIFFE AVE,Residential,,11.702127659574469,10.121457489878543,10.557184750733137
6663,17 LOIS LN,Res Condo,VO,5.248618784530387,,5.248618784530387
9303,46 POTTER POND,Res Condo,,3.9886039886039883,,3.9886039886039883
9040,26 PEARL ST,Residential,,11.428571428571429,9.940357852882704,10.32448377581121
5731,32 IVAN ST,Residential,,11.940298507462686,10.0,10.581222056631892
3746,27 ESTABROOK RD,Residential,,11.347517730496454,9.96309963099631,10.248901903367496
10516,13 SPRING ST,Residential,VO,11.6751269035533,10.043668122270741,10.534351145038167
4816,GROVE ST, ,,,8.108108108108109,8.108108108108109
9572,140 REED ST,Residential,,12.244897959183673,9.867172675521822,10.385756676557865
8646,83 OAK ST,Residential,,0.9174311926605505,10.0,7.122093023255814
782,122 BEDFORD ST,Residential,,10.975609756097562,9.90783410138249,10.294117647058822
2271,37 CLIFFE AVE,Residential,,12.121212121212121,10.059171597633137,10.56547619047619
7346,452 MARRETT RD,Residential,VO,11.363636363636363,10.0,10.365853658536585
328,40 ARCOLA ST,Residential,,8.522727272727272,9.940357852882704,9.572901325478647
7329,411 MARRETT RD,Residential,,11.790393013100436,9.976798143851507,10.606060606060606
6832,366 LOWELL ST,Residential,,15.0,9.853249475890985,11.37370753323486
7247,249 MARRETT RD,Residential,,11.570247933884298,10.180995475113122,10.67251461988304
2112,4 CHASE AVE,Residential,,22.666666666666664,10.21505376344086,14.90787269681742
1409,7 BOWKER ST,Residential,VO,11.267605633802818,9.936575052854122,10.349854227405247
2094,18 CHARLES ST,Residential,,1.4705882352941175,9.772727272727273,6.601123595505618
11700,WATERTOWN ST, ,,,8.583690987124463,8.583690987124463
10420,20 SPENCER ST,Residential,,0.0,9.864603481624759,7.073509015256588
7592,350 MASSACHUSETTS AVE,Residential,VO,-6.529209621993128,9.956709956709958,3.5856573705179287
10222,33 SHIRLEY ST,Residential,,0.0,10.119047619047619,7.044198895027624
9045,23 PEARL ST,Residential,,15.65217391304348,10.043668122270741,11.918604651162791
9304,60 POTTER POND,Res Condo,,3.977272727272727,,3.977272727272727
9369,45 POTTER POND,Res Condo,,3.9716312056737593,,3.9716312056737593
812,79 BEDFORD ST,Res Condo,,5.371900826446281,,5.371900826446281
9978,101 SCHOOL ST,Residential,,11.34020618556701,9.956709956709958,10.365853658536585
